task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
56	34/b176af	5244915	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (17_56638878-56638977)	COMPLETED	0	2026-02-18 18:44:07.877	1.7s	0ms	55.2%	3.1 MB	5.4 MB	173.3 KB	28.9 KB
50	ac/22caf2	5244916	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (10_102045852-102045972)	COMPLETED	0	2026-02-18 18:44:07.891	1.7s	0ms	52.7%	3.2 MB	5.4 MB	180.6 KB	31.5 KB
55	62/0c8936	5244917	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (5_122700188-122700290)	COMPLETED	0	2026-02-18 18:44:07.906	1.7s	0ms	44.9%	4.5 MB	10.5 MB	161.1 KB	25.7 KB
49	6f/680b34	5244918	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (11_32449451-32449655)	COMPLETED	0	2026-02-18 18:44:07.922	1.7s	0ms	46.8%	3.1 MB	5.4 MB	165.4 KB	26.7 KB
58	20/bd2ac6	5244919	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (1_228584752-228584905)	COMPLETED	0	2026-02-18 18:44:07.936	1.7s	0ms	54.5%	3.1 MB	5.4 MB	165.9 KB	29.8 KB
59	83/0128bc	5244920	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (2_27147753-27147915)	COMPLETED	0	2026-02-18 18:44:07.951	1.7s	0ms	41.9%	4.4 MB	10.5 MB	175.4 KB	32 KB
61	7e/2e2531	5244921	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (2_71776429-71776572)	COMPLETED	0	2026-02-18 18:44:07.967	1.7s	0ms	22.3%	4.4 MB	10.5 MB	171.2 KB	29.5 KB
63	28/075110	5244922	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (4_169812022-169812259)	COMPLETED	0	2026-02-18 18:44:07.982	1.6s	0ms	45.1%	3.1 MB	5.4 MB	167.6 KB	30.8 KB
60	e0/8fa8b8	5244923	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (14_74400957-74401099)	COMPLETED	0	2026-02-18 18:44:07.998	1.6s	0ms	50.0%	3 MB	5.4 MB	171.1 KB	29.3 KB
57	b8/0b5eb3	5244924	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (7_83119379-83119641)	COMPLETED	0	2026-02-18 18:44:08.111	1.5s	0ms	60.0%	3.1 MB	5.4 MB	167.4 KB	28.4 KB
65	b4/890dd5	5244925	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (22_44392191-44392290)	COMPLETED	0	2026-02-18 18:44:08.127	1.5s	1s	59.6%	3.1 MB	5.4 MB	162.9 KB	29 KB
54	d4/f314d9	5244926	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (22_22868324-22869956)	COMPLETED	0	2026-02-18 18:44:08.144	1.5s	0ms	61.5%	3.1 MB	5.4 MB	173 KB	29.4 KB
67	ef/aadc76	5244927	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (8_113259198-113259411)	COMPLETED	0	2026-02-18 18:44:08.163	1.5s	0ms	40.0%	3.1 MB	5.4 MB	168.5 KB	29.7 KB
62	2b/78958a	5244928	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (3_184616292-184616447)	COMPLETED	0	2026-02-18 18:44:08.182	1.5s	1s	38.1%	3.1 MB	5.4 MB	164.7 KB	29.6 KB
68	7e/7e5bcd	5244929	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (16_24268074-24268288)	COMPLETED	0	2026-02-18 18:44:08.199	1.5s	0ms	49.2%	3.1 MB	5.4 MB	170.4 KB	27.7 KB
